ticker,provider_symbol,normalization_status,renamed_symbol,entry_eligible,operational_pricing_required,pricing_status,security_status,latest_price_date,exclusion_reason,affects
ITGR,ITGR,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
ITRI,ITRI,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
JBIO,JBIO,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
JNJ,JNJ,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
JPM,JPM,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
KALV,KALV,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
KKR,KKR,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
KO,KO,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
KREF,KREF,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LC,LC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LEG,LEG,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LFVN,LFVN,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LGN,LGN,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LIFE,LIFE,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LIN,LIN,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LLY,LLY,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LLYVK,LLYVK,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LMT,LMT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LNTH,LNTH,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
LOB,LOB,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LOW,LOW,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LUNR,LUNR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LW,LW,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
LXU,LXU,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
LYV,LYV,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
M,M,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MA,MA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MAA,MAA,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
MCD,MCD,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MCHB,MCHB,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MDT,MDT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MEC,MEC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MEOH,MEOH,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
META,META,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MGTX,MGTX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MKSI,MKSI,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
MLYS,MLYS,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MMM,MMM,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MPLT,MPLT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MRK,MRK,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MSA,MSA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MSFT,MSFT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MU,MU,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MWA,MWA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
MZTI,MZTI,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
NAVN,NAVN,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
NCNO,NCNO,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NEXA,NEXA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NFLX,NFLX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NKE,NKE,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NPKI,NPKI,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NSA,NSA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NSP,NSP,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
NTSK,NTSK,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NUTX,NUTX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NUVL,NUVL,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NVDA,NVDA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
NVEC,NVEC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
OBE,OBE,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
OBK,OBK,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
ODFL,ODFL,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
ONB,ONB,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
ONDS,ONDS,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
OPTX,OPTX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
ORCL,ORCL,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
ORLY,ORLY,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
OTF,OTF,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
PAGS,PAGS,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PATH,PATH,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
PAX,PAX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PAYC,PAYC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PBF,PBF,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PCOR,PCOR,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
PDS,PDS,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PEB,PEB,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PEP,PEP,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PFE,PFE,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PGR,PGR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PHAT,PHAT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
POR,POR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PRG,PRG,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
PRVA,PRVA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
PSX,PSX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
QCOM,QCOM,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
QMCO,QMCO,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
QS,QS,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
QSR,QSR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
QUBT,QUBT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
RDW,RDW,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
RDY,RDY,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
RGEN,RGEN,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
RHLD,RHLD,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
RJF,RJF,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
RTX,RTX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SAIA,SAIA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SATL,SATL,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
SATS,SATS,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SBUX,SBUX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SEB,SEB,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SENEA,SENEA,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
SHLS,SHLS,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SIDU,SIDU,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
SKE,SKE,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SLS,SLS,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SNPS,SNPS,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
STEL,STEL,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
STEP,STEP,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
STRO,STRO,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SVV,SVV,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
SW,SW,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SWKS,SWKS,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
SWMR,SWMR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
SYY,SYY,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TBBK,TBBK,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TDOC,TDOC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TGT,TGT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TORO,TORO,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TOST,TOST,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TREX,TREX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TSN,TSN,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TXN,TXN,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
TYRA,TYRA,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
UCTT,UCTT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
ULCC,ULCC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
UNH,UNH,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
UNM,UNM,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
UPST,UPST,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
USAR,USAR,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
USLM,USLM,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
UUUU,UUUU,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
V,V,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
VAC,VAC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
VCTR,VCTR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
VICR,VICR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
VIR,VIR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
VPG,VPG,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
VRTX,VRTX,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
VTOL,VTOL,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
VTS,VTS,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
WAB,WAB,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
WAT,WAT,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
WK,WK,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
WLFC,WLFC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
WLK,WLK,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
WLTH,WLTH,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
WM,WM,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
WMT,WMT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
WNC,WNC,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
WSR,WSR,unchanged,,False,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,SEED_OR_CURRENT_HOLDING_OUTSIDE_ENTRY_ELIGIBILITY,PRICING_AND_EXIT
WST,WST,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
WT,WT,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
XHR,XHR,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
XOM,XOM,unchanged,,True,True,PRICED,ACTIVE_CURRENT_PRICE_AVAILABLE,2026-06-12,,SIGNAL_AND_PRICING
